farm_id,village_id,area_ha,buffer_level,g0_db_20250606,g0_lin_20250606,g0_db_med_20250606,cv_20250606,ktex_20250606,npix_20250606,inc_20250606,cov_20250606,b0_db_20250606,nesz_margin_db_20250606,nesz_frac0_20250606,nesz_frac3_20250606,nesz_frac6_20250606,g0_db_20250619,g0_lin_20250619,g0_db_med_20250619,cv_20250619,ktex_20250619,npix_20250619,inc_20250619,cov_20250619,b0_db_20250619,nesz_margin_db_20250619,nesz_frac0_20250619,nesz_frac3_20250619,nesz_frac6_20250619,g0_db_20250814,g0_lin_20250814,g0_db_med_20250814,cv_20250814,ktex_20250814,npix_20250814,inc_20250814,cov_20250814,b0_db_20250814,nesz_margin_db_20250814,nesz_frac0_20250814,nesz_frac3_20250814,nesz_frac6_20250814,g0_db_20251013,g0_lin_20251013,g0_db_med_20251013,cv_20251013,ktex_20251013,npix_20251013,inc_20251013,cov_20251013,b0_db_20251013,nesz_margin_db_20251013,nesz_frac0_20251013,nesz_frac3_20251013,nesz_frac6_20251013,g0_db_20251029,g0_lin_20251029,g0_db_med_20251029,cv_20251029,ktex_20251029,npix_20251029,inc_20251029,cov_20251029,b0_db_20251029,nesz_margin_db_20251029,nesz_frac0_20251029,nesz_frac3_20251029,nesz_frac6_20251029,g0_db_20251112,g0_lin_20251112,g0_db_med_20251112,cv_20251112,ktex_20251112,npix_20251112,inc_20251112,cov_20251112,b0_db_20251112,nesz_margin_db_20251112,nesz_frac0_20251112,nesz_frac3_20251112,nesz_frac6_20251112,d_aug_jun19,d_oct13_aug,d_oct29_oct13,d_nov_oct13,d_nov_oct29,d_late,jun_baseline_db,ref_20250814,ref_20251013,ref_20251029,ref_20251112,temporal_cv,temporal_range_db,season_integral,senescence_db_per_day,glcm_ent_20250606,glcm_resid_20250606,glcm_ent_20250619,glcm_resid_20250619,glcm_ent_20250814,glcm_resid_20250814,glcm_ent_20251013,glcm_resid_20251013,glcm_ent_20251029,glcm_resid_20251029,glcm_ent_20251112,glcm_resid_20251112,n_dates,qc_flag,crop_type,p_assigned,entropy,yield_sd,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut,health_sd_pts,dw_mode,health_index,health_alt,health_ensemble_spread,modifier,yield_forecast_t_ha,yield_to_date_t_ha,label_confidence,label_entropy,flag_non_crop,flag_qc,ens_sd_t_ha
45,22,0.4164261151889281,0,-18.297206182073303,0.0148006020523286,-18.657182434631764,0.4580902419928506,0.0544721609606184,116,35.184467776068324,1.0,-16.779210944225575,9.348221575070198,0.0,0.0086206896551724,0.0689655172413793,-16.915096351037512,0.0203465305525681,-17.499458198175823,0.5720082189794614,0.1206137742471853,116,28.70585166996923,1.0,-14.299875212188208,13.463269439043982,0.0,0.0,0.0,-18.708160425647232,0.0134643055117239,-19.117835317126428,0.4746964481216948,0.0389213410314619,116,28.62935385210761,1.0,-16.07915244820427,11.895368833622816,0.0,0.0,0.0086206896551724,-18.3772609822668,0.0145302772730717,-18.82820009355043,0.4775011410098616,0.0505938753259074,116,31.465533749810582,1.0,-16.244592071049887,11.10194372434052,0.0,0.0,0.0258620689655172,-18.698184906119,0.0134952678706432,-19.125417458296788,0.4818517677871425,0.0718912689130371,116,29.86205244064331,1.0,-16.288391824028977,11.453542153295691,0.0,0.0,0.0086206896551724,-20.72182783481122,0.0084687091273673,-20.878861634500616,0.4073477891652342,0.0022046269868638,116,29.68342971801757,1.0,-18.280643782117064,9.436098138045502,0.0,0.0,0.0603448275862069,-1.7930640746097204,0.3308994433804351,-0.3209239238521952,-2.344566852544421,-2.023642928692226,-2.013667409163986,-17.606151266555408,-1.1020091590918248,-0.7711097157113898,-1.092033639563585,-3.115676568255811,0.2444478780870765,3.8067314837737065,2.392949455411672,-0.0767772110648365,3.3591624608154422,0.0898132396766424,3.1073566627583062,0.0540676188641082,3.138516384597872,0.0474420835190785,3.251224414886355,0.0790160028013589,3.193484666686756,-0.0098314918269606,3.2722152177256616,-0.0182100843994406,6,ok,Cotton,0.5647,0.7706325472224351,0.9173702366406348,0.0539,0.5647,0.1718,0.0652,0.1445,4.834480447738734,4.0,53.14,52.04,1.1000000000000014,0.9984,0.729,0.2041,0.5647,0.7706325472224351,,ok,0.0069
46,22,2.8816279759477605e-12,2,-18.6225884348281,0.0137322327742973,-19.345325079970102,0.4055857932891873,,9,35.1495246887207,1.0,-17.098976831914822,9.028455687380951,0.0,0.0,0.1111111111111111,-17.323886142083115,0.0185187379312184,-16.95687048659281,0.238112654816736,,9,28.666824764675564,1.0,-14.70165675969418,13.06148789153801,0.0,0.0,0.0,-18.221199411816464,0.0150619103676742,-18.493684004031586,0.5164609684189809,,9,28.590009477403427,1.0,-15.585126693490883,12.3893945883362,0.0,0.0,0.0,-18.721222537052565,0.0134238702658977,-19.288390765732515,0.4731165903669456,,9,31.42743513319228,1.0,-16.582077248756878,10.764458546633527,0.0,0.0,0.1111111111111111,-19.55091883141104,0.0110894017335441,-20.01833161744294,0.4705851083083541,,9,29.90021239386665,1.0,-17.147812858712655,10.594121118612016,0.0,0.0,0.0,-21.24521870767541,0.0075072024741934,-21.38224008008414,0.3378313666054506,,9,29.64390330844456,1.0,-18.79704431432445,8.919697605838117,0.0,0.0,0.0,-0.897313269733349,-0.5000231252361012,-0.8296962943584774,-2.5239961706228407,-1.6942998762643633,-3.024019295858942,-17.973237288455607,-0.2479621233608568,-0.747985248596958,-1.5776815429554354,-3.2719814192197987,0.2563791907371662,3.921332565592291,2.330745286411709,-0.0833692485918061,,,,,,,,,,,,,6,ok,Cotton,0.5626,0.701581199605686,1.0456326952878878,0.024,0.5626,0.2679,0.0372,0.1083,,4.0,53.16,51.05,2.1099999999999994,0.9986,0.7291,0.2041,0.5626,0.701581199605686,,ok,0.0154
47,22,0.9941431838624308,0,-18.75340840373628,0.0133247527649534,-19.117484086774045,0.4628738912363255,0.0583119452733436,326,35.17934071359459,1.0,-17.234550360392834,8.892882158902939,0.0,0.0061349693251533,0.1042944785276073,-15.406728397235742,0.0287956681696732,-15.767235147866309,0.4754646759999396,0.0352275580693208,326,28.700098944587943,1.0,-12.790492083714204,14.972652567517985,0.0,0.0,0.0,-17.423675779240057,0.0180980766019241,-17.802325853575784,0.5125645080041079,0.070619368476535,326,28.62352094474745,1.0,-14.793612052320796,13.180909229506288,0.0,0.0,0.0030674846625766,-18.02359713531284,0.0157630512100912,-18.521788866509887,0.5024262168483825,0.071489928901528,326,31.4599163546884,1.0,-15.889991443256676,11.45654435213373,0.0,0.0,0.0214723926380368,-18.292594298323536,0.0148163275368957,-18.73982300014801,0.4758673842442541,0.0669054813094558,326,29.868096655863194,1.0,-15.883884711597672,11.858049265727,0.0,0.0,0.0061349693251533,-20.551252644143663,0.0088079478698811,-20.98320233500337,0.475431638155798,0.0538676009247176,326,29.67758281099284,1.0,-18.109039836225698,9.607702083936868,0.0,0.0,0.0736196319018405,-2.0169473820043144,-0.5999213560727767,-0.2689971630107024,-2.527655508830829,-2.258658345820127,-3.127576864903606,-17.080068400486006,-0.3436073787540508,-0.9435287348268276,-1.21252589783753,-3.4711842436576568,0.3699447385593435,5.14452424690792,3.012646381863595,-0.0826589028953978,3.323362551307392,-0.0243301027789559,3.180874778246812,0.025722289541318,3.2173367656669054,0.0451527114688437,3.2941959552082563,0.0442786050656218,3.2559745892395573,-0.0220695184740278,3.3740577865230645,-0.0019196418258831,6,ok,Cotton,0.7169,0.5034069260952567,1.1516999383483688,0.0148,0.7169,0.2159,0.0087,0.0438,3.025902558368289,4.0,62.64,61.84,0.7999999999999972,1.0694,0.7808,0.2186,0.7169,0.5034069260952567,,ok,0.0142
48,22,0.5443159741193601,0,-18.82578098109861,0.0131045436538663,-19.469005680277604,0.5147859609730767,0.1025464236960078,161,35.17306260292575,1.0,-17.305935290550764,8.82149722874501,0.0,0.0124223602484472,0.1490683229813664,-15.469580313008768,0.0283819328825805,-15.877189914420276,0.491407253005664,0.0482427092533819,161,28.69303324207756,1.0,-12.85201289492069,14.911131756311498,0.0,0.0,0.0,-18.498561354994607,0.0141300553967887,-18.94586494093421,0.616315552677808,0.169923541801561,161,28.616388474932368,1.0,-15.867208204931494,12.10731307689559,0.0,0.0,0.0186335403726708,-19.171585018088365,0.0121015638954682,-19.386270810835185,0.4661082218509808,0.0413965582421509,161,31.45302909945849,1.0,-17.03679111267483,10.309744682715577,0.0,0.0062111801242236,0.0434782608695652,-17.681123560358078,0.0170564106665551,-18.07476334712132,0.4370082565295036,0.0360465524484145,161,29.875451472975453,1.0,-15.273709607416722,12.468224369907947,0.0,0.0,0.0,-21.42164502385802,0.0072083438928123,-21.72194972022698,0.4794420831985993,0.0571593112504562,161,29.670434288356613,1.0,-18.9781449686554,8.738596951507166,0.0062111801242236,0.0186335403726708,0.1304347826086956,-3.0289810419858387,-0.6730236630937583,1.4904614577302873,-2.2500600057696545,-3.7405214634999417,-2.9230836688634128,-17.14768064705369,-1.3508807079409166,-2.023904371034675,-0.5334429133043876,-4.273964376804329,0.4261692251446733,5.952064710849252,2.6500634264887126,-0.0710219802798847,3.4324508948080594,0.138247411555779,3.250150735762808,0.16454576362971,3.223644090547734,0.1068379190601511,3.191058021332772,-0.0058033609167797,3.329350670356842,0.1023272530884584,3.3279324828585666,0.0103659783437679,6,ok,Cotton,0.502,0.78347151264409,1.122518685970041,0.0882,0.502,0.2811,0.0406,0.0881,4.000839160325683,4.0,33.73,35.53,1.8000000000000045,0.8534,0.6231,0.1745,0.502,0.78347151264409,,ok,0.0223
49,22,1.4403908240645713,0,-18.52184925738277,0.0140544894635115,-18.85647354220284,0.4412559821990895,0.0412766647644862,464,35.16686104906017,1.0,-17.001032356309487,9.126400162986286,0.0,0.0086206896551724,0.0948275862068965,-14.0015492097542,0.0397965183595982,-14.461986576305236,0.4391921984709186,0.0072147164790661,464,28.68621741081106,1.0,-11.382788148459325,16.380356502772866,0.0,0.0,0.0,-19.51014272353685,0.0111940109563875,-19.8507363598317,0.4970657564129708,0.0573519539675739,464,28.609539266290337,1.0,-16.877597496817494,11.09692378500959,0.0,0.0021551724137931,0.0172413793103448,-17.950404215559725,0.0160309617705683,-18.34730209021256,0.4645546239488436,0.040159571900135,464,31.446361825383946,1.0,-15.814472986985766,11.53206280840464,0.0,0.0,0.0107758620689655,-19.76273667422745,0.0105615177333298,-20.00728420415517,0.4476358551131095,0.0442251702701173,464,29.881145485516253,1.0,-17.356329642514982,10.385604334809688,0.0,0.0021551724137931,0.0495689655172413,-19.650256641775,0.0108386286238814,-20.065339986370176,0.5156207589785464,0.0881040111072566,464,29.663553180365728,1.0,-17.20560624178936,10.511135678373204,0.0,0.0021551724137931,0.0452586206896551,-5.508593513782655,1.55973850797713,-1.8123324586677287,-1.6998524262152728,0.1124800324524564,-0.1401139182381428,-16.261699233568486,-3.24844348996837,-1.68870498199124,-3.501037440658969,-3.3885574082065126,0.6058295891116956,5.761187464473254,2.9570564140381537,-0.0580016062653901,3.352656474137225,-0.0217990119629134,3.0296909762371893,-0.1602589952854787,3.0660769290785512,-0.1338149573619955,3.2516603045784103,-0.024803128330332,3.198414887188397,-0.1051569702794035,3.4564406952457647,0.0512378794404835,6,ok,Rice,0.4227,0.8608180889921525,0.787937581413663,0.4227,0.2115,0.063,0.0646,0.2382,2.344070169626898,4.040147357341553,68.41,66.04,2.3699999999999903,1.1575,1.9562,1.9562,0.4227,0.8608180889921525,,ok,0.0677
50,22,1.308755997789612e-07,2,-18.483715231156644,0.0141784408874809,-18.82213633806743,0.3974115410206347,0.0092280583374124,25,35.16898620605469,1.0,-16.963235154416566,9.164197364879207,0.0,0.0,0.12,-15.346303086630918,0.0291991151869297,-15.583777688756886,0.3944460543851502,0.0,25,28.688502655029296,1.0,-12.727888930266303,15.035255720965884,0.0,0.0,0.0,-15.932352260199917,0.025513190627098,-16.92436602967474,0.5416020760546373,0.0965729146287512,25,28.61183631896973,1.0,-13.300241197241666,14.674280084585416,0.0,0.0,0.0,-18.089272005883345,0.0155264725349843,-18.72776667611749,0.5149522151714135,0.0823924962437647,25,31.44861259460449,1.0,-15.95377680784554,11.392758987544864,0.0,0.0,0.0,-20.012482885899445,0.0099712983611971,-20.59666663940256,0.5131510001998848,0.0989828378664765,25,29.879596557617187,1.0,-17.605740681548816,10.136193295775854,0.0,0.0,0.08,-20.72865354883028,0.0084554094914346,-21.14466794327108,0.5404814627568861,0.1106724996301167,25,29.665865936279296,1.0,-18.28435981384923,9.432382106313336,0.0,0.0,0.2,-0.5860491735689983,-2.156919745683428,-1.9232108800161,-2.639381542946932,-0.716170662930832,-4.79630128863036,-16.91500915889378,0.9826568986938646,-1.1742628469895635,-3.097473727005664,-3.813644389936496,0.447946695798471,5.382350462199359,3.378057694276796,-0.0887420189716695,,,,,,,,,,,,,6,ok,Cotton,0.7164,0.4126508505453742,1.4465133475792358,0.0018,0.7164,0.2688,0.0013,0.0117,,,78.33,75.55,2.780000000000001,1.1866,0.8664,0.2426,0.7164,0.4126508505453742,dw_only,ok,0.0359
51,22,0.021906183441864,1,-15.824932470412971,0.0261521111242473,-15.824932393083028,0.8329985611858951,,2,35.1656494140625,1.0,-14.303922586250836,11.82350993304494,0.0,0.0,0.5,-14.969337184181269,0.0318468352779746,-14.969337057177048,0.0508063689538995,,2,28.684814453125,1.0,-12.350320129911005,15.412824521321184,0.0,0.0,0.0,-18.93117230852588,0.0127903600223362,-18.93117246664037,0.0154150388046944,,2,28.608125686645508,1.0,-16.298338129601227,11.676183152225857,0.0,0.0,0.0,-15.922707974667263,0.0255699101835489,-15.922707974667263,0.1140327846272338,,2,31.44500732421875,1.0,-13.78655115206204,13.559984643328365,0.0,0.0,0.0,-20.53811106925197,0.0088346407283097,-20.538111183707187,0.1570043530108753,,2,29.882869720458984,1.0,-18.13195952047094,9.609974456853733,0.0,0.0,0.0,-21.58098042297584,0.0069486743304878,-21.58098056849577,0.0105742783124031,,2,29.66214084625244,1.0,-19.13602683127796,8.58071508888461,0.0,0.0,0.0,-3.9618351243446046,3.0084643338586083,-4.61540309458471,-5.658272448308569,-1.0428693537238587,-2.649808114449961,-15.39713482729712,-3.5340374812287543,-0.5255731473701459,-5.140976241954856,-6.183845595678715,0.5103478128880412,6.611643238794565,3.163362338906154,-0.1909724807061734,,,,,,,,,,,,,6,ok,Cotton,0.582,0.7282482426512399,0.7218483968860981,0.1275,0.582,0.0185,0.082,0.19,,4.0,67.03,65.43,1.5999999999999943,1.1022,0.8047,0.2253,0.582,0.7282482426512399,,ok,0.0581
52,22,7.831776115873674e-09,2,-18.86428711484141,0.012988867558306,-19.004335814030902,0.4682506326804821,0.0626754123451578,16,35.14954733848572,1.0,-17.34062606056081,8.786806458734965,0.0,0.0,0.125,-15.8141836974169,0.0262169176712632,-16.548696650333955,0.6717277406536667,0.2253338915353651,16,28.666833519935608,1.0,-13.191939703332825,14.571204947899364,0.0,0.0,0.0,-17.54064038498707,0.0176171625498682,-17.992811055867566,0.7069082252955531,0.2715609515600461,16,28.59001672267913,1.0,-14.90455180009083,13.069969481736251,0.0,0.0,0.0,-18.094106608014897,0.0155091979540884,-18.274142574306463,0.5137259742990303,0.0813133278395452,16,31.427449345588684,1.0,-15.954933971043053,11.391601824347354,0.0,0.0,0.0,-20.63699744962328,0.0086357538530137,-20.687950276518947,0.4327385535587434,0.0328160751802704,16,29.90031945705413,1.0,-18.23392326015248,9.50801071717219,0.0,0.0,0.0,-20.67439857972703,0.00856170267798,-21.85791406962688,0.5615903017655353,0.1306691531819244,16,29.64391338825226,1.0,-18.226227797802235,9.49051412236033,0.0,0.0,0.125,-1.7264566875701703,-0.5534662230278258,-2.542890841608376,-2.580291971712132,-0.0374011301037562,-3.1337581947399578,-17.339235406129156,-0.2014049788579157,-0.7548712018857415,-3.2977620434941173,-3.335163173597873,0.404783743148881,4.860214882310128,2.789524475476356,-0.0877356719220048,,,,,,,,,,,,,6,ok,Cotton,0.6857,0.5325335340739774,1.1348815344303518,0.0148,0.6857,0.2364,0.0064,0.0567,,4.0,36.57,34.1,2.469999999999999,0.8746,0.6386,0.1788,0.6857,0.5325335340739774,,ok,0.0291
53,22,0.2259368620071783,0,-19.58675052720765,0.010998284439259,-19.318192318457825,0.3427948795454498,0.0,47,35.16808992751101,1.0,-18.066101909390262,8.061330609905507,0.0,0.0,0.1702127659574468,-16.32059568390362,0.023331380241174,-16.830963512194785,0.4828602569378213,0.0412117680485115,47,28.687394730588224,1.0,-13.702046125790917,14.061098525441274,0.0,0.0,0.0,-18.458470757146543,0.014261096686204,-18.5501709329494,0.434233973558597,0.0077388864354863,47,28.610682020796105,1.0,-15.826092093935946,12.148429187891136,0.0,0.0,0.0,-18.94449598592614,0.0127511807330983,-19.12382149211213,0.4922988393784428,0.0628713838314036,47,31.447522305427714,1.0,-16.80872734610173,10.537808449288676,0.0,0.0,0.0212765957446808,-18.549843159018074,0.013964187903726,-18.66538030876296,0.4113690297728082,0.0171244174286755,47,29.881650721773187,1.0,-16.143486781036003,11.598447196288667,0.0,0.0,0.0425531914893617,-20.883098118121733,0.0081600005530375,-21.017919081690447,0.4369496389012624,0.0236877499894285,47,29.66473250693464,1.0,-18.438588725256093,9.278153194906473,0.0,0.0,0.1063829787234042,-2.137875073242924,-0.4860252287795958,0.3946528269080644,-1.9386021321955944,-2.333254959103659,-2.4246273609751903,-17.953673105555634,-0.5047976515909092,-0.990822880370505,-0.5961700534624406,-2.9294250125660994,0.3368813683978822,4.562502434218114,2.454692765260412,-0.062506795978395,3.1857772552918857,-0.0150746258579257,2.9253014679688736,-0.0389261862315599,2.971667903181589,-0.0484904049823535,3.190450109466638,0.0861842849100815,3.1496511810383034,0.0116712677010037,3.2061389947166816,-0.0094862526206886,6,ok,Cotton,0.4503,0.788829540883403,1.0645161267104235,0.0439,0.4503,0.3307,0.0472,0.1279,7.880871074291587,3.973145780051151,61.45,60.73,0.720000000000006,1.0605,0.7743,0.2168,0.4503,0.788829540883403,,ok,0.0106
54,22,0.1833500946954329,0,-18.214541084160025,0.0150850200443528,-18.266344229759813,0.446694979027001,0.0454859908653075,40,35.16561689376831,1.0,-16.693524440163127,9.433908079132646,0.0,0.025,0.05,-17.320570786632736,0.0185328803258016,-17.87116962852483,0.4551217585977986,0.0192433289779323,40,28.68445210456848,1.0,-14.701513978417452,13.061630672814736,0.0,0.0,0.0,-18.61847368345661,0.0137452496332116,-18.737902529683467,0.3969070901593637,0.0,40,28.60762152671814,1.0,-15.98554746748885,11.988973814338234,0.0,0.0,0.0,-20.40195243631948,0.0091160092328209,-20.40891613275606,0.4299073566348108,0.0136462115566591,40,31.444608640670776,1.0,-18.2657222370873,9.080813558303106,0.0,0.0,0.125,-18.22671053663064,0.015042809175793,-18.89703158528448,0.4169261642456932,0.0211285848584503,40,29.88620204925537,1.0,-15.82116392707941,11.92077005024526,0.0,0.0,0.0,-20.87216618211805,0.008180566545343,-21.179208767172245,0.3595962293663937,0.0,40,29.661738300323485,1.0,-18.427135260731657,9.289606659430907,0.0,0.0,0.05,-1.297902896823878,-1.7834787528628624,2.175241899688835,-0.4702137457985742,-2.6454556454874094,-2.2536924986614366,-17.76755593539638,-0.8509177480602332,-2.634396500923096,-0.4591546012342604,-3.10461024672167,0.2705852344312241,3.5515953954853146,2.16397593455622,-0.0120850007513014,3.1628361251465567,-0.0257887044286029,3.111913645578975,0.1635838088013921,3.0021601189796208,-0.005339398303144,3.0551754174986385,-0.0369623810358987,3.0054429022119686,-0.1208742277297334,3.3254928122813343,0.1232196765416322,6,ok,Maize,0.384,0.8949711332992017,0.9227012363153364,0.0608,0.2731,0.384,0.1655,0.1165,7.474237579428319,4.0,68.47,66.11,2.3599999999999994,1.1259,2.603,2.603,0.384,0.8949711332992017,,ok,0.0625
55,22,0.2351931151356756,0,-18.893859728668183,0.0129007223115947,-19.25099571170022,0.4526587788244648,0.0501607409120703,52,35.16233649620643,1.0,-17.372278153739174,8.7551543655566,0.0,0.0,0.0961538461538461,-22.06983041829456,0.0062089327816815,-22.336361040731106,0.5342328961632338,0.0853296191644568,52,28.68077820997972,1.0,-19.4500502150696,8.313094436162586,0.0,0.0192307692307692,0.1538461538461538,-17.07055690472869,0.0196310852725918,-17.69544773911499,0.4609431991217586,0.0280109292448325,52,28.603909675891583,1.0,-14.436965674719469,13.537555607107617,0.0,0.0,0.0,-19.96252968933237,0.0100866518511723,-20.19134608391714,0.4536545242342679,0.0315969653573089,52,31.4410216991718,1.0,-17.825670428708523,9.520865366681882,0.0,0.0192307692307692,0.0961538461538461,-19.20221764957752,0.0120165067581603,-19.41946800220365,0.4873602680403756,0.0765356554080027,52,29.890079498291016,1.0,-16.79738213079392,10.94455184653075,0.0,0.0,0.0192307692307692,-20.95407242547756,0.0080277300036798,-21.35512135138208,0.4224433620631611,0.0129717951998198,52,29.658030363229607,1.0,-18.508382411978403,9.208359508184165,0.0,0.0,0.0576923076923076,4.999273513565868,-2.8919727846036807,0.760312039754858,-0.9915427361451884,-1.7518547759000462,-3.883515520748869,-20.481845073481374,3.411288168752684,0.519315384149003,1.279627423903861,-0.4722273519961852,0.3736805944049358,4.999273513565868,2.05640030354642,-0.0311444203482829,3.111728369407828,-0.0967884316496587,2.7994632982252874,-0.174730413328302,3.0506507626769634,0.0225568849572845,3.2226909463876177,0.1108222792709066,3.185883778647917,0.040592675030441,3.2450990425576625,0.0211035953099041,6,ok,Maize,0.55,0.530858604579564,1.007056185609149,0.0004,0.4088,0.55,0.014,0.0268,6.897067713121835,4.0,87.35,82.63,4.719999999999999,1.2686,2.9329,2.9329,0.55,0.530858604579564,,ok,0.0453
56,22,0.3370215314449604,0,-18.28155618773186,0.0148540328908711,-18.807187985036656,0.4665350301246158,0.0612776494342928,100,35.15775840759277,1.0,-16.759254284751663,9.36817823454411,0.0,0.0,0.07,-15.1460447412128,0.0305770459491759,-15.520763942081022,0.4864300632604698,0.044133364795599,100,28.67566230773926,1.0,-12.525375902336965,15.237768748895224,0.0,0.0,0.0,-20.30376195825028,0.009324462445802,-20.70576387428027,0.4901392110367096,0.0515543140898655,100,28.598744602203368,1.0,-17.66925425813673,10.305267023690355,0.0,0.02,0.04,-19.645364979651863,0.0108508435566909,-20.02322964929132,0.4674026340724678,0.0424303328954549,100,31.4360334777832,1.0,-17.50768604870437,9.838849746686034,0.0,0.0,0.05,-19.588712906032715,0.0109933159383945,-19.96322184203876,0.4345209758047194,0.0341608075389281,100,29.8953754234314,1.0,-17.1848076689881,10.55712630833657,0.0,0.0,0.01,-20.73727386529917,0.0084386429842561,-21.25307535228943,0.4622448335769267,0.043239010102108,100,29.65286569595337,1.0,-18.29069646831198,9.426045451850584,0.0,0.0,0.08,-5.157717217037472,0.658396978598411,0.0566520736191478,-1.0919088856473067,-1.1485609592664543,-0.4335119070488957,-16.713800464472328,-3.5899614937779454,-2.9315645151795344,-2.8749124415603866,-4.023473400826841,0.5366422874690012,5.591229124086368,2.32858041601372,-0.0354516914358307,3.2828656021260647,0.0247693102503707,3.159723361173329,0.121065564543024,3.1988861002004385,0.1194620712639209,3.1177766947500967,-0.043269924314429,3.1020761078639323,-0.0905064346377564,3.352258129058811,0.0741211833215351,6,ok,Rice,0.5088,0.8200486295132138,0.6246379615795881,0.5088,0.0985,0.0553,0.2147,0.1226,5.100325138948623,4.0,57.85,56.95,0.8999999999999986,1.0755,1.8176,1.8176,0.5088,0.8200486295132138,,ok,0.0102
57,22,8.545364638340783e-16,2,-21.223959247924338,0.0075440416112542,-21.223959247924338,,,1,35.17851257324219,1.0,-19.70500435722575,6.422428162070023,0.0,0.0,0.0,-15.702467135734803,0.0269000623375177,-15.702467135734803,,,1,28.69867897033692,1.0,-13.085958403447131,14.677186247785055,0.0,0.0,0.0,-19.712952206109627,0.0106832841411232,-19.712952206109627,,,1,28.62198829650879,1.0,-17.082607946819962,10.89191333500712,0.0,0.0,0.0,-21.33907807384216,0.0073466980829834,-21.33907807384216,,,1,31.45859909057617,1.0,-19.205224434641487,8.141311360748919,0.0,0.0,0.0,-18.63529773074044,0.0136921051889657,-18.63529773074044,,,1,29.87454032897949,1.0,-16.22772021341416,11.514213763910512,0.0,0.0,0.0,-20.426868365730297,0.0090638594701886,-20.426868365730297,,,1,29.67608070373535,1.0,-17.984386011038456,9.73235590912411,0.0,0.0,0.0,-4.010485070374822,-1.626125867732533,2.7037803431017267,0.9122097081118632,-1.7915706349898637,-0.7139161596206698,-18.46321319182957,-1.2497390142800562,-2.875864882012589,-0.1720845389108625,-1.963655173900726,0.5399460172086732,5.636610938107355,2.144722022581845,0.0336869732567495,,,,,,,,,,,,,6,ok,Maize,0.4147,0.88076705302795,0.5889539216226206,0.2751,0.0847,0.4147,0.133,0.0924,,,48.49,47.7,0.7899999999999991,0.9749,2.2539,2.2539,0.4147,0.88076705302795,dw_only,ok,0.048
58,22,0.096016580764782,1,-16.623620823676788,0.0217589491691726,-18.12210130903258,0.6392792838961115,0.227768588199998,13,35.2564823444073,1.0,-15.11729724195912,11.010135277336651,0.0,0.0,0.0769230769230769,-14.27459973540573,0.0373714566947175,-14.952661453869164,0.4637238894861542,0.0259170853934675,13,28.78531837463379,1.0,-11.673735532017757,16.089409119214434,0.0,0.0,0.0,-17.238107490712466,0.0188881425151171,-17.494642730926195,0.4545201643300068,0.023025432201932,13,28.709868357731747,1.0,-14.623624486166678,13.350896795660406,0.0,0.0,0.0,-19.026461100008223,0.0125127823378604,-19.06376571759853,0.4192197133592202,0.0058821577186614,13,31.543510583730843,1.0,-16.907049624098455,10.43948617129195,0.0,0.0,0.0769230769230769,-18.899323912956497,0.0128845011528867,-18.544208143166003,0.3360520520455144,0.0,13,29.79180233295148,1.0,-16.47721728909431,11.264716688230362,0.0,0.0,0.0,-21.56777509706449,0.0069698348927956,-22.741873675511272,0.5498786574613582,0.1194799718719268,13,29.764098974374622,1.0,-19.1406950619064,8.57604685825617,0.0,0.0769230769230769,0.2307692307692307,-2.963507755306736,-1.7883536092957577,0.1271371870517263,-2.5413139970562675,-2.668451184107994,-4.329667606352025,-15.44911027954126,-1.788997211171207,-3.5773508204669646,-3.4502136334152382,-6.118664817523232,0.5284670520293868,7.293175361658761,3.243802781825742,-0.0825174123493878,3.046630240137341,-0.0567802959588057,2.8113864277899845,-0.0261463561351344,2.8995935796670325,-0.0196827126908933,2.8915649503539296,-0.1160486959390354,3.0236900102070985,-0.0213453944562935,2.970974122707239,-0.1382438108603398,6,ok,Cotton,0.5927,0.6831452893341614,1.5120024201955449,0.058,0.5927,0.2591,0.0303,0.0598,13.139396315142038,4.0,69.04,68.92,0.1200000000000045,1.1173,0.8157,0.2284,0.5927,0.6831452893341614,,ok,0.0241
