farm_id,ndvi_20250501,ndvi_valid_20250501,ndvi_20250511,ndvi_valid_20250511,ndvi_20251013,ndvi_valid_20251013,ndvi_20251018,ndvi_valid_20251018,ndvi_20251023,ndvi_valid_20251023,ndvi_20251107,ndvi_valid_20251107,ndvi_20251109,ndvi_valid_20251109,ndvi_20251112,ndvi_valid_20251112,ndvi_20251117,ndvi_valid_20251117,ndvi_20251122,ndvi_valid_20251122,ndvi_20251127,ndvi_valid_20251127,ndvi_20251129,ndvi_valid_20251129,ndvi_20251202,ndvi_valid_20251202,ndvi_20251207,ndvi_valid_20251207,ndvi_20251212,ndvi_valid_20251212
11,0.1535743408534928,1.0,0.002434001123385134,0.0,0.2826199965343961,1.0,0.2967719541825755,1.0,0.27196493234229085,1.0,0.3472584856396867,1.0,0.3532849300513547,1.0,0.3090589270008795,1.0,0.22652372443915028,1.0,0.2284890901605599,1.0,0.19985398795400622,1.0,0.23114355231143552,1.0,0.2364620938628159,1.0,0.2667572463768116,1.0,0.26458771762004973,1.0
12,0.26187795541544695,1.0,-0.013797278781505912,0.0,0.21099496709252807,1.0,0.21462043111527648,1.0,0.250159482365807,1.0,0.4022307424189613,1.0,0.4091023807520821,1.0,0.36456478965614164,1.0,0.33382706906128495,1.0,0.36825455898771864,1.0,0.30658188692215155,1.0,0.3734299073989181,1.0,0.40315191497159614,1.0,0.45434401255655066,1.0,0.44110768079333895,1.0
13,0.17629732305293253,1.0,0.18007032243584947,1.0,0.19102296450939457,1.0,0.182408236347359,1.0,0.21730713386893816,1.0,0.35947712418300654,1.0,0.3668900147082857,1.0,0.36303095752339815,1.0,0.3206337231233497,1.0,0.305167112962412,1.0,0.25,1.0,0.29532048761305546,1.0,0.30995140502852314,1.0,0.37450482478415437,1.0,0.35802223987291504,1.0
14,0.5675675675675675,1.0,0.6033472803347281,1.0,0.28593886462882095,1.0,0.16093401802150956,1.0,0.16809555919468258,1.0,0.1908289241622575,1.0,0.1933884297520661,1.0,0.13907563025210085,1.0,0.12910720212412877,1.0,0.1070309968679123,1.0,0.11450381679389313,1.0,0.1276342807738031,1.0,0.1287944492627927,1.0,0.13129149710858856,1.0,0.1359244148593515,1.0
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.13655221113955335,1.0,0.1427751470799254,0.9090909090909091,0.3018787724220012,1.0,0.34212528531574943,1.0,0.3917481186748551,1.0,0.4954310687326182,1.0,0.50113734410542,1.0,0.4955364134690681,1.0,0.36993621789346665,1.0,0.33681032116387594,1.0,0.27317372621240027,1.0,0.32086167800453513,1.0,0.3486685119786198,1.0,0.366437388108923,1.0,0.3608426749130267,1.0
21,0.09057437407952872,1.0,0.10115081768625075,0.7333333333333333,0.23244828147906826,1.0,0.2779648335203891,1.0,0.2918918918918919,1.0,0.43068391866913125,1.0,0.4371859296482412,1.0,0.4335589597434984,1.0,0.4059964726631393,1.0,0.45365683365334264,1.0,0.3816519751877245,1.0,0.4653970413195035,1.0,0.511685728493287,1.0,0.5734210938724338,1.0,0.5540201005025126,1.0
22,0.15149606299212598,1.0,0.17280201466558032,0.0,0.19112252384446074,1.0,0.19140010487676978,1.0,0.26948469518991686,1.0,0.2531835957084127,1.0,0.25396054038293325,1.0,0.23732967356141554,1.0,0.22791231932612233,1.0,0.2079207920792079,1.0,0.19841119727633819,1.0,0.23041522853258029,1.0,0.24877297661437783,1.0,0.2583341528173862,1.0,0.2606652205350687,1.0
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.18708104814137722,1.0,0.07373142696944211,0.0,0.24125495852866932,1.0,0.23703170028818443,1.0,0.28434629665819816,1.0,0.358841778697001,1.0,0.24487842236262683,1.0,0.2451552210724365,1.0,0.21616009061733057,1.0,0.22711008208798147,1.0,0.21701514059120403,1.0,0.24448633364750236,1.0,0.27232472324723245,1.0,0.3116883116883117,1.0,0.3299892511644572,1.0
25,0.1503267973856209,1.0,0.08759124087591241,0.0,0.2579243765084473,1.0,0.26670347874102707,1.0,0.2968479390370627,1.0,0.44641999038923597,1.0,0.4747063429913861,1.0,0.47510469986040016,1.0,0.4684629516227802,1.0,0.5226549477193514,1.0,0.3968400061359104,1.0,0.4718795064893447,1.0,0.509122095743022,1.0,0.5141314703080343,1.0,0.5282019320660641,1.0
26,0.24570771379282016,1.0,0.1408614668218859,0.0,0.22516082916368835,1.0,0.222025198320112,1.0,0.266654948145544,1.0,0.4021618861179675,1.0,0.4104831070413641,1.0,0.4153846153846154,1.0,0.42339854238588415,1.0,0.47425057647963104,1.0,0.3784339091393349,1.0,0.45522328864916317,1.0,0.49202589609979475,1.0,0.5204097470122614,1.0,0.5063944713638892,1.0
27,0.12560856864654332,1.0,0.09239407861153649,0.0,0.2322468902535034,1.0,0.25064790818215477,1.0,0.2894782760425755,1.0,0.4346978557504873,1.0,0.4491590803888289,1.0,0.458751902587519,1.0,0.4514459665144597,1.0,0.4955173985716457,1.0,0.39092151206922726,1.0,0.4730109204368175,1.0,0.49850464347552337,1.0,0.5292999683243585,1.0,0.5078000636739892,1.0
28,0.19013483529612563,1.0,0.1512585274053164,0.2,0.37501054585337046,1.0,0.1501173589141749,1.0,0.1667144906743185,1.0,0.22438316400580552,1.0,0.22093513058129738,1.0,0.22989987112124516,1.0,0.24467493980366734,1.0,0.2314647377938517,1.0,0.2199962553828871,1.0,0.28614579138139346,1.0,0.32202375012473805,1.0,0.35626767200754006,1.0,0.31135015582587716,1.0
29,0.17792494481236204,1.0,0.18672985781990523,0.35714285714285715,0.1572093023255814,1.0,0.11888372093023256,1.0,0.1332367849384504,1.0,0.25272585669781933,1.0,0.2109998302495332,1.0,0.15096398690432886,1.0,0.1622668074621612,1.0,0.1645979492714517,1.0,0.1687127323746054,1.0,0.19199406968124536,1.0,0.21439169139465875,1.0,0.2760511882998172,1.0,0.3379583746283449,1.0
30,0.30092284273618114,1.0,0.2221424910302409,0.3,0.4666666666666667,1.0,0.4769770231613915,1.0,0.4298959153328085,1.0,0.5159036738719487,1.0,0.5194858696547746,1.0,0.502294917800217,1.0,0.4860263411500161,1.0,0.5084493041749503,1.0,0.3769917410528072,1.0,0.45228940929744843,1.0,0.4727240524264966,1.0,0.48621690243017773,1.0,0.45216680294358136,1.0
31,0.15620827770360482,1.0,0.14231014677728143,0.6875,0.14105263157894737,1.0,0.11120802442215438,1.0,0.13344316309719934,1.0,0.18043520123242826,1.0,0.18402388951101156,1.0,0.21243958814877076,1.0,0.2079662964381463,1.0,0.2678827628612421,1.0,0.22646310432569974,1.0,0.2825061332326854,1.0,0.33452310132857427,1.0,0.24174950298210734,1.0,0.24582914572864323,1.0
32,0.22441430332922319,1.0,0.2413793103448276,1.0,0.20339676693267852,1.0,0.1831795854798131,1.0,0.22051179528188725,1.0,0.22690405539070227,1.0,0.2186169709582821,1.0,0.2041279669762642,1.0,0.1990138067061144,1.0,0.17229800629590766,1.0,0.20100452034153693,1.0,0.2482900879383346,1.0,0.2915681639085894,1.0,0.30317993284613864,1.0,0.30547006849995034,1.0
33,0.31826945322742345,1.0,0.2218158689775799,1.0,0.26097158251499086,1.0,0.25039782832537677,1.0,0.3040179341265736,1.0,0.47054062803496277,1.0,0.47980443775855586,1.0,0.48745624270711785,1.0,0.5004211117349804,1.0,0.5582992300756052,1.0,0.45106663734330327,1.0,0.5343821552551887,1.0,0.5711240585476766,1.0,0.5906866172563278,1.0,0.5766290243389213,1.0
34,0.37069547602970965,1.0,0.21333333333333335,1.0,0.2636682828958368,1.0,0.27402135231316727,1.0,0.3152965660770031,1.0,0.4671916010498688,1.0,0.46984963571539295,1.0,0.476954793108526,1.0,0.48093373930694505,1.0,0.5361037430002947,1.0,0.4401805869074492,1.0,0.5224607887924471,1.0,0.5556213017751479,1.0,0.5845731619240214,1.0,0.5614344503233392,1.0
35,0.14255809085199916,1.0,0.15105386416861827,0.84,0.17084003369323839,1.0,0.21442465958401916,1.0,0.19350232059978578,1.0,0.4153405474220242,1.0,0.431564353385196,1.0,0.3398296901062242,1.0,0.2852842217106428,1.0,0.2847779931690206,1.0,0.24731367660964498,1.0,0.2972870423069626,1.0,0.3310653188180404,1.0,0.3836279069767442,1.0,0.3804613771408598,1.0
36,0.14752169436681864,1.0,0.15933585785027674,0.041666666666666664,0.17861885790172644,1.0,0.22240527182866557,1.0,0.19427710843373494,1.0,0.3520336605890603,1.0,0.3638911788953009,1.0,0.29619710765934654,1.0,0.21180425849831902,1.0,0.2049306625577812,1.0,0.18486795146324053,1.0,0.2003066896683918,1.0,0.21114599686028257,1.0,0.21631067961165049,1.0,0.22164179104477613,1.0
37,0.1001575906146034,1.0,0.13648157758173327,0.0,0.17791164658634537,1.0,0.2022359752445598,1.0,0.23942862548481694,1.0,0.4002278503198668,1.0,0.40944178110018686,1.0,0.42189500640204863,1.0,0.4138727403042128,1.0,0.4639366363329963,1.0,0.38559722659943274,1.0,0.46430298146655924,1.0,0.49172815533980585,1.0,0.4485410918819497,1.0,0.40953692546049236,1.0
38,0.09710510301660437,1.0,0.08190782853692896,0.0,0.16900441392839627,1.0,0.18792599805258034,1.0,0.22616510701380524,1.0,0.38002337498876204,1.0,0.3593403108150967,1.0,0.3692461384769077,1.0,0.38244321669736037,1.0,0.4498714652956298,1.0,0.3920427740210725,1.0,0.4795633814038722,1.0,0.5154332749028275,1.0,0.46032532408554205,1.0,0.42643639986715376,1.0
39,0.15259692757863935,1.0,0.06942752740560293,0.0,0.29716655148583276,1.0,0.30028129395218,1.0,0.2464080459770115,1.0,0.351506456241033,1.0,0.36576077548900815,1.0,0.3752755638460234,1.0,0.4018660991979047,1.0,0.463223275580255,1.0,0.38687258687258685,1.0,0.472983936394613,1.0,0.4901764901764902,1.0,0.5273916598528209,1.0,0.5043607042948823,1.0
40,0.12596259625962597,1.0,0.15267403645055275,0.0,0.2736086175942549,1.0,0.29570284049526585,1.0,0.30761209593326383,1.0,0.31118408344601123,1.0,0.31662614550215074,1.0,0.3096372297544888,1.0,0.3056243367527414,1.0,0.31333574268160463,1.0,0.25672204144545296,1.0,0.2829912023460411,1.0,0.2895837120523541,1.0,0.2899302450366661,1.0,0.26511792871076434,1.0
41,0.4213197969543147,1.0,0.42941757156959526,1.0,0.44549418604651164,1.0,0.4483442395399564,1.0,0.4013991302703725,1.0,0.4604277097422775,1.0,0.458036204059243,1.0,0.4287858885344342,1.0,0.40261153427638735,1.0,0.3896457765667575,1.0,0.154682433721152,1.0,0.1576838308956121,1.0,0.14731369150779897,1.0,0.16483011937557393,1.0,0.15153970826580226,1.0
42,0.11635220125786164,1.0,0.16457750924339434,1.0,0.6033402922755741,1.0,0.6339089035742201,1.0,0.5731401104813831,1.0,0.619713574934445,1.0,0.6245375664222775,1.0,0.6185057237688817,1.0,0.5876621194812177,1.0,0.6238316185865107,1.0,0.4885033149950628,1.0,0.5575537001355884,1.0,0.5835302542069459,1.0,0.6015437267894852,1.0,0.5692861427714457,1.0
43,0.14251604238173407,1.0,0.20879792271269285,1.0,0.292402397537664,1.0,0.24777251184834123,1.0,0.2833513124775261,1.0,0.4068592057761733,1.0,0.39383734635460516,1.0,0.3221099887766554,1.0,0.31096681096681095,1.0,0.32181259600614437,1.0,0.28494430470715054,1.0,0.3388679245283019,1.0,0.3699741792696422,1.0,0.3984417466932415,1.0,0.4263876251137398,1.0
44,0.11766063870719508,1.0,0.12932103016113483,1.0,0.3165041782729805,1.0,0.322569198012775,1.0,0.3244176013805004,1.0,0.42040673211781204,1.0,0.42373157423242935,1.0,0.40719128121513776,1.0,0.38843960160040863,1.0,0.4132465084397224,1.0,0.33620244448269926,1.0,0.38991899189918994,1.0,0.4134078212290503,1.0,0.4136899524898821,1.0,0.4041402461767997,1.0
45,0.12268803945745993,1.0,0.14187881494714902,1.0,0.32414280664545775,1.0,0.3170641523386948,1.0,0.3165829145728643,1.0,0.4062947067238913,1.0,0.41162594776748107,1.0,0.3924324324324324,1.0,0.37035726918995404,1.0,0.39694519317160826,1.0,0.3226431718061674,1.0,0.371130175307721,1.0,0.39141839985010307,1.0,0.39908508691674294,1.0,0.38384034101918235,1.0
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.13370555392300912,1.0,0.19090123812266052,1.0,0.41301925831609104,1.0,0.3370847703757488,1.0,0.33250839667668375,1.0,0.4252271139063592,1.0,0.4373109243697479,1.0,0.43196874469169355,1.0,0.39457567804024496,1.0,0.42309739222990955,1.0,0.33656677637276977,1.0,0.3918943700715203,1.0,0.41209302325581393,1.0,0.4402917046490428,1.0,0.41853399164451194,1.0
48,0.14913510986442263,1.0,0.18399291199054932,1.0,0.25655952079642286,1.0,0.27238389561335735,1.0,0.27114967462039047,1.0,0.31459170013386883,1.0,0.32245337159253945,1.0,0.29165852705606565,1.0,0.28696141931850183,1.0,0.3139684742738178,1.0,0.2928999455238787,1.0,0.335953978906999,1.0,0.3595121500508177,1.0,0.39368923133370026,1.0,0.40771297006907137,1.0
49,0.22057619295764164,1.0,0.2337971307043472,1.0,0.1934541203974284,1.0,0.20845184884193418,1.0,0.18088367899008115,1.0,0.27436986177613154,1.0,0.2586416536390481,1.0,0.2688618096966554,1.0,0.3090697093362205,1.0,0.3774993977354854,1.0,0.3530175210902012,1.0,0.43456348561209557,1.0,0.47689934438873893,1.0,0.5169800104035075,1.0,0.5184194890077243,1.0
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.30469319931912137,1.0,0.32555282555282555,1.0,0.33202086819568855,1.0,0.3425653113337262,1.0,0.32618477740545715,1.0,0.36150142478136976,1.0,0.35329559978090197,1.0,0.3290784256841698,1.0,0.32257749095531435,1.0,0.35564367927265694,1.0,0.3074832397173401,1.0,0.3677515899738122,1.0,0.37666729287995493,1.0,0.43149683081423695,1.0,0.4006582040432534,1.0
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.1367643734458594,1.0,0.16144848357498073,1.0,0.38847038299896913,1.0,0.4311372486688389,1.0,0.41827419226800033,1.0,0.4006786739754633,1.0,0.41185076810534016,1.0,0.40472215597424277,1.0,0.40464240903387705,1.0,0.42556945781199873,1.0,0.30363147276395425,1.0,0.33503207099551885,1.0,0.3279058361942129,1.0,0.36104605776736926,1.0,0.36233208443754,1.0
54,0.22352523098791754,1.0,0.3433663366336634,0.4,0.2053501180173092,1.0,0.22277556440903054,1.0,0.26107226107226106,1.0,0.2987900618823312,1.0,0.31288873531444367,1.0,0.16812289966394622,1.0,0.16578117964880684,1.0,0.1605752496106989,1.0,0.17830531970195806,1.0,0.19100437569960313,1.0,0.20259599783666846,1.0,0.28040973111395645,1.0,0.2925682031984948,1.0
55,0.14422600363456137,1.0,0.06449511400651466,0.0,0.1607709197365211,1.0,0.12494159424352864,1.0,0.15355733127948398,1.0,0.19933582399335825,1.0,0.18507417952944702,1.0,0.17068811438784628,1.0,0.16922507860181246,1.0,0.16089697220212876,1.0,0.15439342141735193,1.0,0.16399756740320293,1.0,0.17500770732709897,1.0,0.2744391025641026,1.0,0.36211031175059955,1.0
56,0.14193025141930252,1.0,0.06052694042250178,0.0,0.18563734290843806,1.0,0.1547798352086471,1.0,0.21867517956903432,1.0,0.34344509490863934,1.0,0.3581736649001223,1.0,0.2380247826891067,1.0,0.23498834916651729,1.0,0.2341338783852836,1.0,0.24235949837436135,1.0,0.283330021855752,1.0,0.3095921883974727,1.0,0.348411774488608,1.0,0.29463873765802345,1.0
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.32877943555635447,1.0,0.336986301369863,0.8,0.3690863127482846,1.0,0.3809958052161226,1.0,0.3257305773342837,1.0,0.37913108057927963,1.0,0.3801622418879056,1.0,0.3713542634218837,1.0,0.36989326463010674,1.0,0.38138825324180015,1.0,0.29010989010989013,1.0,0.3182651191203421,1.0,0.32946058091286307,1.0,0.35855263157894735,1.0,0.30833333333333335,1.0
59,0.3003090659340659,1.0,0.36164696911932903,1.0,0.41314633322068267,1.0,0.4144104418379046,1.0,0.3648135359116022,1.0,0.4415718717683557,1.0,0.43247743405485933,1.0,0.4300962379702537,1.0,0.415929203539823,1.0,0.42186800394018087,1.0,0.3250667355549815,1.0,0.37402597402597404,1.0,0.37960420414733453,1.0,0.3927581924142543,1.0,0.355989299514515,1.0
60,0.32875579086697554,1.0,-0.00608190295985944,0.0,0.32094536735742424,1.0,0.12851165570830841,1.0,0.13191160860754608,1.0,0.2273862108699827,1.0,0.24604051565377533,1.0,0.2591380250954719,1.0,0.2678783450543429,1.0,0.29688080207946527,1.0,0.29043478260869565,1.0,0.36389891696750903,1.0,0.3834006280843428,1.0,0.3984804820539691,1.0,0.32076826422545324,1.0
61,0.3256783035466247,1.0,0.010567766303692692,0.0,0.3432987078794021,1.0,0.20938594001324629,1.0,0.19528154087180905,1.0,0.2731675514575766,1.0,0.2753147235905857,1.0,0.2954008362115979,1.0,0.18321226795803067,1.0,0.14854945823138763,1.0,0.1910333300560417,1.0,0.20804635399584565,1.0,0.23535631211672658,1.0,0.28722627737226275,1.0,0.32214401732539255,1.0
62,0.11803546257140737,1.0,0.02000421141292904,0.0,0.2292358803986711,1.0,0.17468397386951726,1.0,0.19682110246871828,1.0,0.24088647670737223,1.0,0.24229533813699106,1.0,0.22555932793592756,1.0,0.15912961210974455,1.0,0.1448904070594933,1.0,0.1534784917684546,1.0,0.17660420215786485,1.0,0.1810548164921219,1.0,0.18238754981970012,1.0,0.19465361445783133,1.0
63,0.1288805268109125,1.0,0.1318242343541944,0.0,0.16082643123691637,1.0,0.16704805491990846,1.0,0.1929567131327953,1.0,0.23031262366442423,1.0,0.24211670895251902,1.0,0.15671402627924366,1.0,0.150482916190674,1.0,0.14834578441835647,1.0,0.1655667144906743,1.0,0.20718685831622177,1.0,0.24098750129118893,1.0,0.2982741116751269,1.0,0.3048941128787111,1.0
64,0.257451659207971,1.0,0.08274545605444435,0.0,0.31298299845440497,1.0,0.19046091327130787,1.0,0.1834918065951851,1.0,0.2446434282059482,1.0,0.25516956162117455,1.0,0.24682564261381232,1.0,0.19318898465419382,1.0,0.1781004100631719,1.0,0.16937079540957659,1.0,0.19772528433945757,1.0,0.21396617566830334,1.0,0.2911991765311374,1.0,0.20538259778766108,1.0
65,0.13962652047284563,1.0,0.0641025641025641,0.0,0.1604288132405492,1.0,0.1580547112462006,1.0,0.19925719591457752,1.0,0.21815579636066243,1.0,0.22319301032565528,1.0,0.17896522476675147,1.0,0.17036729611952686,1.0,0.15059588299024917,1.0,0.16019976949673453,1.0,0.19321472900289616,1.0,0.2125523012552301,1.0,0.26901995176496385,1.0,0.31205967675093244,1.0
66,0.1219142303479653,1.0,0.05931577651981294,0.0,0.15884910722546025,1.0,0.17110760375081235,1.0,0.20415545867730267,1.0,0.20507751534699822,1.0,0.2179128348660536,1.0,0.15253137170056252,1.0,0.1501203054712836,1.0,0.14322691975841242,1.0,0.1547939930689257,1.0,0.18609958506224067,1.0,0.20680243543984883,1.0,0.2661431064572426,1.0,0.3194328607172644,1.0
67,0.5567901234567901,1.0,0.5334597670008128,1.0,0.29346889539893156,1.0,0.26208914128377214,1.0,0.26472094214029696,1.0,0.18113948919449901,1.0,0.18599730717445662,1.0,0.1725438431076749,1.0,0.14671898844560716,1.0,0.13527075057495297,1.0,0.1354309165526676,1.0,0.14404009588145567,1.0,0.1534675615212528,1.0,0.16987179487179488,1.0,0.1739049394221808,1.0
68,0.3472690492245448,1.0,0.28830645161290325,0.46153846153846156,0.23569350145489815,1.0,0.23817097415506958,1.0,0.23121276186815298,1.0,0.3341708542713568,1.0,0.34027532650900105,1.0,0.35436893203883496,1.0,0.3513017968463513,1.0,0.39610150790731885,1.0,0.32054794520547947,1.0,0.40234375,1.0,0.42815832279052957,1.0,0.4770444763271162,1.0,0.4525627044711014,1.0
69,0.37006121313299944,1.0,0.33666547661549445,0.3333333333333333,0.20630132394838277,1.0,0.1953562850280224,1.0,0.1933387489845654,1.0,0.25489528350076623,1.0,0.266110183639399,1.0,0.2741412832145172,1.0,0.31613632084353227,1.0,0.4185966125129623,1.0,0.3500570125427594,1.0,0.38845822566752797,1.0,0.3694101270227945,1.0,0.4305293815316087,1.0,0.4377271225635943,1.0
70,0.35647246325482557,1.0,0.16371008616320323,0.0,0.2157156220767072,1.0,0.16227801592161667,1.0,0.224452218744246,1.0,0.27434891188012844,1.0,0.2856135401974612,1.0,0.2985814390702444,1.0,0.26740592619523723,1.0,0.351555136663525,1.0,0.30484140233722873,1.0,0.36239972096267875,1.0,0.39836009566108643,1.0,0.4514096185737977,1.0,0.4752948677080013,1.0
71,0.3293576418469927,1.0,0.11690731252911038,0.0,0.22615606936416185,1.0,0.25904590459045906,1.0,0.28828356905884406,1.0,0.4273801250868659,1.0,0.42895086321381143,1.0,0.4296155068319034,1.0,0.37345312764875405,1.0,0.40672782874617736,1.0,0.33812479581836,1.0,0.4078404401650619,1.0,0.44622905027932963,1.0,0.5102880658436214,1.0,0.4982716049382716,1.0
72,0.19564230594643667,1.0,0.11074574280681151,0.0,0.31875224094657584,1.0,0.2827636629501005,1.0,0.2897845726198749,1.0,0.347343841214244,1.0,0.3611269750618694,1.0,0.35319630397887986,1.0,0.3311523082515449,1.0,0.3394820858460447,1.0,0.288608435735636,1.0,0.33758639021796916,1.0,0.3146148308135349,1.0,0.3000868809730669,1.0,0.29424157303370785,1.0
73,0.35214959804264245,1.0,0.19382794335235679,0.0,0.15712338104976142,1.0,0.15156966807591976,1.0,0.18160273852365488,1.0,0.30675506181687867,1.0,0.30888527118498843,1.0,0.29071590315276086,1.0,0.1773442915140113,1.0,0.17246914818902379,1.0,0.16994304611427521,1.0,0.1857628474305139,1.0,0.20028265697557035,1.0,0.24324871042783452,1.0,0.24331926863572434,1.0
74,0.4178443013629902,1.0,0.24739177359395612,0.0,0.4892354636379047,1.0,0.5154520499424422,1.0,0.48052833404345974,1.0,0.5247379965878626,1.0,0.533517286154845,1.0,0.5271476537548112,1.0,0.5108456460232631,1.0,0.5287992190042304,1.0,0.40409474106784427,1.0,0.4668158732891452,1.0,0.4899328859060403,1.0,0.5065607426582166,1.0,0.48185411426518143,1.0
75,0.1943578322197476,1.0,0.16891577477896697,0.0,0.2687420584498094,1.0,0.29308666017526774,1.0,0.22166637916163534,1.0,0.3452798817661186,1.0,0.34213197969543147,1.0,0.34956744633130404,1.0,0.31633356305995863,1.0,0.33425081713401,1.0,0.2915422885572139,1.0,0.3369699102586662,1.0,0.35207780725022103,1.0,0.3991707500942329,1.0,0.40298507462686567,1.0
76,0.19285824226566106,1.0,0.19625866795678115,0.8181818181818182,0.30842391304347827,1.0,0.34171249018067557,1.0,0.3219103171709807,1.0,0.41383392524945034,1.0,0.4353795171216664,1.0,0.4013722126929674,1.0,0.3433962264150943,1.0,0.36002925580544887,1.0,0.3142472212866285,1.0,0.3633230545982224,1.0,0.36288186473600564,1.0,0.38878277478728945,1.0,0.39125855713533436,1.0
