village_id,farm_id,crop_type,health_index,npix_peak,on_attention_list,retain_F2.0,retain_F1.0,retain_F0.5,index_sd_F1
1,159,Cotton,41.27,211,False,0.0,0.0,0.0,4.03
1,160,Cotton,9.78,209,True,1.0,1.0,0.996,2.41
1,161,Cotton,27.45,139,False,0.082,0.074,0.056,4.35
1,162,Cotton,49.07,71,False,0.0,0.0,0.0,6.61
1,163,Cotton,86.85,297,False,0.0,0.0,0.0,2.04
1,164,Cotton,25.91,290,False,0.214,0.228,0.246,3.18
1,165,Groundnut,58.48,238,False,0.0,0.0,0.0,5.39
1,166,Groundnut,59.19,403,False,0.0,0.0,0.0,4.49
1,167,Groundnut,38.79,244,False,0.0,0.0,0.002,5.32
1,168,Groundnut,56.69,234,False,0.0,0.0,0.0,5.64
1,169,Maize,75.17,402,False,0.0,0.0,0.0,4.15
1,170,Groundnut,31.94,164,False,0.016,0.03,0.042,6.11
1,171,Cotton,26.49,76,False,0.186,0.15,0.114,5.64
1,172,Groundnut,92.92,221,False,0.0,0.0,0.0,3.18
1,173,Cotton,71.2,341,False,0.0,0.0,0.0,2.66
1,174,Cotton,38.39,304,False,0.0,0.0,0.0,3.6
1,175,Cotton,48.08,38,False,0.0,0.0,0.012,9.04
1,176,Cotton,15.77,38,True,0.9,0.766,0.67,6.26
1,177,Cotton,29.89,114,False,0.038,0.03,0.072,4.98
1,178,Cotton,46.05,68,False,0.0,0.0,0.014,7.03
1,179,Cotton,19.8,76,True,0.782,0.706,0.59,5.14
1,180,Bajra,40.78,152,False,0.0,0.0,0.0,6.91
1,181,Rice,40.16,86,False,0.01,0.026,0.028,8.67
1,182,Rice,29.18,140,False,0.148,0.144,0.106,6.44
1,183,Rice,35.92,98,False,0.036,0.052,0.074,7.91
1,184,Rice,49.31,271,False,0.0,0.0,0.0,5.03
1,185,Cotton,50.36,119,False,0.0,0.0,0.0,5.23
1,186,Cotton,9.98,230,True,1.0,1.0,1.0,2.21
1,187,Cotton,51.93,65,False,0.0,0.0,0.002,7.13
1,188,Cotton,32.37,232,False,0.0,0.004,0.014,3.68
1,189,Cotton,58.55,143,False,0.0,0.0,0.0,4.96
1,190,Groundnut,60.28,182,False,0.0,0.0,0.0,6.38
1,191,Cotton,59.76,41,False,0.0,0.0,0.0,8.91
1,192,Bajra,45.67,147,False,0.0,0.0,0.0,6.75
1,193,Groundnut,59.69,363,False,0.0,0.0,0.0,4.64
1,194,Rice,54.04,178,False,0.0,0.0,0.0,6.11
1,195,Groundnut,37.84,70,False,0.018,0.03,0.044,9.83
1,196,Groundnut,67.38,59,False,0.0,0.0,0.0,9.98
1,197,Bajra,76.18,53,False,0.0,0.0,0.0,10.05
1,198,Groundnut,63.22,27,False,0.0,0.01,0.044,14.69
1,199,Cotton,52.79,760,False,0.0,0.0,0.0,2.39
1,200,Cotton,68.97,278,False,0.0,0.0,0.0,3.06
1,201,Groundnut,51.79,322,False,0.0,0.0,0.0,4.66
1,202,Rice,9.2,232,True,1.0,1.0,0.994,3.19
1,203,Rice,32.44,184,False,0.05,0.064,0.08,5.66
1,204,Groundnut,74.55,313,False,0.0,0.0,0.0,4.33
1,205,Cotton,65.36,192,False,0.0,0.0,0.0,3.64
1,206,Cotton,52.11,247,False,0.0,0.0,0.0,4.13
1,207,Cotton,20.47,215,True,0.762,0.574,0.364,3.09
1,208,Groundnut,55.2,119,False,0.0,0.0,0.002,7.93
1,209,Cotton,69.52,38,False,0.0,0.0,0.002,8.91
1,210,Cotton,9.76,76,True,1.0,0.996,0.966,3.69
1,211,Cotton,70.04,37,False,0.0,0.0,0.0,9.03
1,212,Rice,58.37,122,False,0.0,0.0,0.0,7.82
1,213,Cotton,76.5,91,False,0.0,0.0,0.0,4.34
1,214,Groundnut,32.42,165,False,0.05,0.102,0.146,6.25
1,215,Groundnut,67.92,94,False,0.0,0.0,0.0,8.32
1,216,Cotton,77.98,747,False,0.0,0.0,0.0,1.92
1,217,Cotton,30.01,542,False,0.0,0.002,0.002,2.57
1,218,Cotton,78.72,157,False,0.0,0.0,0.0,3.49
1,219,Cotton,78.26,139,False,0.0,0.0,0.0,3.6
1,220,Rice,79.31,207,False,0.0,0.0,0.0,5.03
1,221,Rice,63.33,120,False,0.0,0.0,0.0,7.15
1,222,Rice,27.5,75,False,0.328,0.286,0.324,7.75
1,223,Rice,63.35,230,False,0.0,0.0,0.0,5.22
1,224,Rice,50.74,133,False,0.0,0.0,0.002,7.45
1,225,Rice,24.68,124,True,0.548,0.458,0.466,6.25
1,226,Rice,49.37,311,False,0.0,0.0,0.0,4.77
1,227,Rice,53.15,569,False,0.0,0.0,0.0,3.57
1,228,Maize,31.49,137,False,0.082,0.074,0.068,5.26
1,229,Groundnut,35.68,247,False,0.0,0.0,0.004,5.42
1,230,Cotton,76.45,548,False,0.0,0.0,0.0,2.1
1,231,Groundnut,57.34,281,False,0.0,0.0,0.0,5.1
1,232,Cotton,32.63,66,False,0.018,0.054,0.072,6.77
1,233,Rice,32.02,478,False,0.02,0.038,0.032,4.06
1,234,Groundnut,47.99,235,False,0.0,0.0,0.0,5.34
1,235,Cotton,86.24,320,False,0.0,0.0,0.0,2.03
1,236,Groundnut,42.22,300,False,0.0,0.0,0.0,5.08
1,237,Cotton,21.35,157,True,0.648,0.526,0.348,3.7
1,238,Cotton,28.25,55,False,0.128,0.132,0.148,6.62
1,239,Groundnut,59.46,189,False,0.0,0.0,0.0,5.84
1,240,Cotton,43.02,199,False,0.0,0.0,0.0,4.5
1,241,Groundnut,38.54,400,False,0.0,0.0,0.0,4.24
1,242,Bajra,36.66,73,False,0.042,0.066,0.054,9.34
1,243,Maize,24.6,79,True,0.544,0.47,0.414,6.51
1,244,Cotton,28.95,263,False,0.006,0.014,0.002,3.39
1,245,Rice,51.22,100,False,0.0,0.0,0.008,8.35
1,246,Cotton,72.1,436,False,0.0,0.0,0.0,2.7
1,247,Cotton,26.99,103,False,0.14,0.158,0.136,4.98
1,248,Cotton,81.76,163,False,0.0,0.0,0.0,3.2
1,249,Groundnut,28.12,84,False,0.184,0.216,0.184,8.41
1,250,Cotton,50.49,139,False,0.0,0.0,0.0,4.91
1,251,Groundnut,58.31,157,False,0.0,0.0,0.0,6.42
1,252,Groundnut,48.08,341,False,0.0,0.0,0.0,4.58
1,253,Cotton,85.56,225,False,0.0,0.0,0.0,2.28
1,254,Groundnut,27.55,757,False,0.01,0.012,0.004,3.13
1,255,Bajra,57.42,109,False,0.0,0.0,0.0,8.36
1,256,Cotton,34.26,90,False,0.002,0.014,0.02,6.23
1,257,Cotton,26.37,69,False,0.212,0.19,0.166,6.28
1,258,Groundnut,30.26,211,False,0.058,0.078,0.134,5.07
1,259,Rice,36.49,233,False,0.0,0.002,0.006,5.49
1,260,Groundnut,36.8,625,False,0.0,0.0,0.0,3.49
1,261,Groundnut,89.94,257,False,0.0,0.0,0.0,3.37
1,262,Groundnut,49.03,424,False,0.0,0.0,0.0,4.06
1,263,Maize,56.41,266,False,0.0,0.0,0.0,4.53
1,264,Cotton,22.75,184,True,0.444,0.308,0.174,3.64
1,265,Cotton,36.02,51,False,0.014,0.016,0.046,7.08
1,266,Groundnut,50.77,182,False,0.0,0.0,0.0,5.74
1,267,Cotton,70.51,744,False,0.0,0.0,0.0,2.15
1,268,Cotton,75.95,175,False,0.0,0.0,0.0,3.27
1,269,Cotton,30.65,216,False,0.0,0.004,0.006,3.64
1,270,Maize,33.4,492,False,0.01,0.022,0.012,3.9
1,271,Groundnut,46.22,141,False,0.0,0.0,0.004,6.75
1,272,Groundnut,36.79,304,False,0.0,0.0,0.004,4.68
1,273,Rice,57.08,366,False,0.0,0.0,0.0,4.45
1,274,Maize,54.79,365,False,0.0,0.0,0.0,3.79
1,275,Cotton,42.86,84,False,0.0,0.0,0.0,6.39
1,276,Bajra,32.56,550,False,0.0,0.004,0.0,3.6
1,277,Groundnut,49.67,136,False,0.0,0.0,0.0,6.89
1,278,Cotton,35.97,137,False,0.0,0.0,0.004,4.76
1,279,Groundnut,50.0,457,False,0.0,0.0,0.0,4.12
1,280,Groundnut,37.68,465,False,0.0,0.002,0.002,3.84
1,281,Groundnut,34.74,216,False,0.002,0.004,0.002,5.71
1,282,Groundnut,33.97,171,False,0.0,0.006,0.004,6.12
1,283,Groundnut,70.4,80,False,0.0,0.0,0.0,8.95
1,284,Groundnut,27.33,116,False,0.204,0.234,0.212,6.94
1,285,Groundnut,39.05,249,False,0.0,0.0,0.006,5.29
1,286,Cotton,22.4,553,True,0.53,0.288,0.142,2.24
1,287,Cotton,84.88,538,False,0.0,0.0,0.0,1.9
1,288,Cotton,43.88,112,False,0.0,0.0,0.004,5.57
1,289,Cotton,49.83,121,False,0.0,0.0,0.0,5.95
1,290,Cotton,86.44,436,False,0.0,0.0,0.0,1.95
1,291,Cotton,42.18,379,False,0.0,0.0,0.0,3.19
1,292,Cotton,85.67,410,False,0.0,0.0,0.0,2.03
1,293,Groundnut,64.6,152,False,0.0,0.0,0.0,6.39
1,294,Cotton,80.62,209,False,0.0,0.0,0.0,2.73
1,295,Groundnut,59.18,508,False,0.0,0.0,0.0,3.9
1,296,Cotton,44.02,256,False,0.0,0.0,0.0,3.85
1,297,Groundnut,62.99,315,False,0.0,0.0,0.0,4.77
1,298,Rice,55.66,141,False,0.0,0.0,0.0,6.72
1,299,Cotton,14.03,263,True,1.0,0.996,0.972,2.57
1,300,Cotton,28.97,267,False,0.028,0.054,0.124,3.61
1,301,Rice,56.77,177,False,0.0,0.0,0.0,6.37
1,302,Bajra,48.27,169,False,0.0,0.0,0.0,6.48
1,303,Cotton,52.4,38,False,0.0,0.002,0.01,9.08
1,304,Cotton,15.37,266,True,1.0,0.972,0.87,2.67
1,305,Rice,23.85,162,True,0.624,0.544,0.516,5.73
1,306,Cotton,51.46,129,False,0.0,0.0,0.0,5.4
1,307,Groundnut,21.04,129,True,0.726,0.672,0.582,5.41
1,308,Groundnut,53.83,154,False,0.0,0.0,0.0,6.7
1,309,Groundnut,57.91,186,False,0.0,0.0,0.0,6.07
1,310,Rice,49.95,198,False,0.0,0.0,0.0,5.77
1,311,Cotton,64.29,101,False,0.0,0.0,0.0,5.84
1,312,Bajra,72.91,255,False,0.0,0.0,0.0,5.6
1,313,Cotton,25.35,209,False,0.156,0.14,0.108,3.49
1,314,Cotton,35.96,445,False,0.0,0.0,0.002,3.12
1,315,Groundnut,26.8,189,False,0.138,0.132,0.118,5.42
1,316,Cotton,58.54,87,False,0.0,0.0,0.0,6.75
1,317,Groundnut,54.82,172,False,0.0,0.0,0.0,6.19
1,318,Maize,54.06,234,False,0.0,0.0,0.0,4.45
1,319,Cotton,27.75,186,False,0.078,0.112,0.122,3.79
1,320,Cotton,85.89,319,False,0.0,0.0,0.0,2.07
1,321,Cotton,48.88,96,False,0.0,0.0,0.0,5.95
1,322,Cotton,13.62,88,True,0.994,0.946,0.83,3.98
1,323,Bajra,45.71,510,False,0.0,0.0,0.0,4.01
1,324,Maize,63.91,579,False,0.0,0.0,0.0,3.49
1,325,Cotton,52.28,269,False,0.0,0.0,0.0,3.67
1,326,Maize,70.11,276,False,0.0,0.0,0.0,4.46
1,327,Groundnut,44.5,401,False,0.0,0.0,0.0,4.24
1,328,Rice,53.23,236,False,0.0,0.0,0.0,5.37
1,329,Bajra,47.14,260,False,0.0,0.0,0.0,5.48
1,330,Groundnut,66.49,749,False,0.0,0.0,0.0,3.19
1,331,Groundnut,62.54,320,False,0.0,0.0,0.0,4.7
1,332,Bajra,71.6,204,False,0.0,0.0,0.0,5.68
1,333,Bajra,66.71,267,False,0.0,0.0,0.0,5.42
1,334,Cotton,27.9,154,False,0.038,0.044,0.04,4.06
1,335,Rice,55.63,281,False,0.0,0.0,0.0,4.83
1,336,Groundnut,8.65,159,True,1.0,1.0,0.994,3.4
1,337,Groundnut,23.99,112,True,0.382,0.312,0.282,7.05
1,338,Groundnut,30.93,261,False,0.01,0.008,0.022,4.92
1,339,Groundnut,14.91,528,True,1.0,0.996,0.97,2.86
1,340,Rice,54.41,262,False,0.0,0.0,0.0,4.94
1,341,Groundnut,39.24,473,False,0.0,0.0,0.0,3.78
1,342,Cotton,33.87,91,False,0.004,0.014,0.026,5.76
1,343,Groundnut,36.46,125,False,0.006,0.01,0.05,6.94
1,344,Cotton,76.36,233,False,0.0,0.0,0.0,3.26
1,345,Bajra,51.47,343,False,0.0,0.0,0.0,4.94
1,346,Bajra,77.03,321,False,0.0,0.0,0.0,4.72
1,347,Groundnut,25.69,396,False,0.276,0.26,0.23,3.96
1,348,Bajra,44.87,155,False,0.0,0.0,0.0,7.17
1,349,Rice,54.12,385,False,0.0,0.0,0.0,4.31
1,350,Groundnut,68.17,134,False,0.0,0.0,0.0,7.18
1,351,Cotton,18.14,461,True,0.996,0.938,0.776,2.28
1,352,Groundnut,24.51,106,True,0.278,0.21,0.136,7.01
1,353,Groundnut,52.75,207,False,0.0,0.0,0.0,5.93
1,354,Bajra,12.2,45,True,0.892,0.764,0.588,8.94
1,355,Groundnut,24.7,186,True,0.254,0.192,0.154,5.81
1,356,Groundnut,53.78,1223,False,0.0,0.0,0.0,2.72
1,357,Groundnut,54.85,610,False,0.0,0.0,0.0,3.56
1,358,Groundnut,56.74,316,False,0.0,0.0,0.0,4.82
1,359,Groundnut,37.02,371,False,0.0,0.0,0.0,4.08
1,360,Cotton,12.5,96,True,1.0,0.994,0.908,3.76
1,361,Groundnut,46.85,351,False,0.0,0.0,0.0,4.87
1,362,Groundnut,40.76,276,False,0.0,0.0,0.0,5.19
1,363,Cotton,38.94,150,False,0.0,0.0,0.004,4.95
1,364,Groundnut,68.46,111,False,0.0,0.0,0.0,7.42
1,365,Bajra,39.92,134,False,0.0,0.01,0.01,7.77
1,366,Groundnut,32.15,180,False,0.012,0.024,0.054,5.89
1,367,Bajra,51.66,47,False,0.006,0.012,0.02,12.32
1,368,Groundnut,37.44,298,False,0.0,0.002,0.002,5.05
1,369,Cotton,28.15,62,False,0.178,0.168,0.226,6.42
1,370,Cotton,21.02,60,True,0.604,0.494,0.426,5.87
1,371,Cotton,37.24,229,False,0.0,0.0,0.0,3.76
1,372,Cotton,14.59,120,True,0.998,0.974,0.814,3.26
1,373,Groundnut,54.95,584,False,0.0,0.0,0.0,3.58
1,374,Groundnut,58.61,974,False,0.0,0.0,0.0,3.04
1,375,Rice,32.7,236,False,0.014,0.046,0.052,5.32
1,376,Cotton,9.68,111,True,1.0,0.998,0.98,2.91
1,377,Rice,21.65,168,True,0.774,0.626,0.536,5.37
1,378,Cotton,64.95,323,False,0.0,0.0,0.0,3.2
1,379,Cotton,33.24,36,False,0.042,0.094,0.114,8.81
1,380,Cotton,59.41,56,False,0.0,0.0,0.0,7.94
1,381,Groundnut,27.82,122,False,0.158,0.154,0.134,6.62
1,382,Cotton,19.15,47,True,0.702,0.63,0.508,6.45
1,383,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,384,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,385,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,386,Rice,10.71,30,True,1.0,0.986,0.978,4.81
1,387,Rice,2.93,16,True,1.0,1.0,0.992,2.55
1,388,Cotton,17.41,8,True,0.74,0.57,0.462,6.61
1,389,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,390,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,391,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,392,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,393,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,394,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,395,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,396,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,397,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,398,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,399,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,400,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,401,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,402,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,403,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,404,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,405,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,406,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,407,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,408,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,409,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,410,Cotton,4.9,21,True,0.998,0.968,0.876,6.36
1,411,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,412,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,413,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,414,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,415,Maize,66.19,2,False,0.0,0.0,0.008,7.91
1,416,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,417,Cotton,57.74,0,False,0.0,0.0,0.0,1.09
1,418,Rice,59.21,12,False,0.008,0.016,0.05,15.75
1,419,Cotton,42.54,44,False,0.002,0.012,0.052,8.49
