village_id,farm_id,crop_type,health_index,hi_resid,landscape,farm_specific,actionable_rank
1,121,Cotton,76.25,1.3972151570093818,0.1421,1.2186,0.8747
1,122,Groundnut,66.78,0.9180573458803548,0.1848,0.6222,0.7421
1,123,Cotton,43.38,-0.2986848175039818,-0.002,-0.375,0.3912
1,124,Groundnut,20.97,-1.5266400662526665,0.0444,-1.6813,0.0407
1,125,Groundnut,55.44,0.3128866701853435,-0.117,0.3311,0.6109
1,126,Groundnut,28.14,-1.144005697228572,0.0312,-1.2966,0.0769
1,127,Groundnut,61.38,0.6298808336446353,-0.236,0.7338,0.7873
1,128,Groundnut,85.07,1.8941218660268935,0.1996,1.5327,0.9412
1,129,Groundnut,69.59,1.068015864284498,0.3393,0.5201,0.7059
1,130,Cotton,45.03,-0.2135544567511054,0.2299,-0.5991,0.2879
1,131,Groundnut,68.54,1.011981542460886,-0.0257,0.8691,0.81
1,132,Bajra,55.98,0.29594453349021227,0.1486,-0.0032,0.5168
1,133,Groundnut,71.16,1.1518005169159937,-0.0355,1.0156,0.8507
1,134,Groundnut,38.88,-0.5708546340041963,0.1441,-0.8764,0.1991
1,135,Cotton,15.84,-1.7195879297065386,0.2161,-2.093,0.0066
1,136,Cotton,60.99,0.6098883054403546,0.4623,-0.1197,0.4571
1,137,Cotton,92.1,2.2149825618173162,0.4404,1.4969,0.9253
1,138,Cotton,95.16,2.3728606853953784,0.2964,1.8014,0.9626
1,139,Groundnut,49.88,0.016171594624121374,0.5165,-0.788,0.2308
1,140,Cotton,30.53,-0.9616697482157777,0.5656,-1.8169,0.033
1,141,Maize,57.86,0.42582674746110305,0.385,-0.2737,0.4545
1,142,Groundnut,73.9,1.2980234138652298,0.2355,0.7662,0.7964
1,143,Cotton,44.33,-0.24967036737353798,0.0322,-0.54,0.3077
1,144,Groundnut,76.78,1.45171755372428,0.2888,0.8618,0.8054
1,145,Groundnut,76.2,1.4207652616693325,0.1632,0.9918,0.8462
1,146,Cotton,29.91,-0.9936581261956464,0.2668,-1.5013,0.0681
1,147,Cotton,77.97,1.4859571088245016,-0.1231,1.3645,0.8923
1,148,Cotton,37.32,-0.6113454151781829,0.0665,-0.9067,0.1956
1,149,Maize,38.6,-0.8171897963553331,-0.0171,-0.8924,0.2364
1,150,Cotton,30.87,-0.9441277344848819,0.3245,-1.5065,0.0659
1,151,Cotton,79.81,1.5808903596034671,0.2363,1.0852,0.8571
1,152,Groundnut,56.4,0.36411805013836035,0.2817,-0.1804,0.4072
1,153,Cotton,52.02,0.14708870789289877,0.3844,-0.5065,0.3231
1,154,Cotton,94.26,2.3264259431665373,-0.2602,2.3761,1.0
1,155,Bajra,43.26,-0.41668665448728687,0.1974,-0.8564,0.1812
1,156,Groundnut,72.02,1.1976952947905712,-0.0853,1.0456,0.8552
1,157,Groundnut,54.8,0.2787324168833323,0.1219,-0.1409,0.4208
1,158,Maize,33.23,-1.1637629448649005,-0.0627,-1.3233,0.1091
1,159,Cotton,41.27,-0.4075484909515996,-0.3164,-0.2941,0.4044
1,160,Cotton,9.78,-2.0322485273807396,-0.1625,-2.0707,0.0132
1,161,Cotton,27.45,-1.1205797549544805,-0.2954,-1.0341,0.1692
1,162,Cotton,49.07,-0.005114058301638149,-0.2399,0.0398,0.5253
1,163,Cotton,86.85,1.944113232149073,-0.261,2.0735,0.9934
1,164,Cotton,25.91,-1.2000347583238318,0.2487,-1.643,0.0505
1,165,Groundnut,58.48,0.4751193733698967,0.0031,0.2371,0.5747
1,166,Groundnut,59.19,0.5130092481268155,-0.0275,0.3017,0.5973
1,167,Groundnut,38.79,-0.5756575758747918,0.4978,-1.1642,0.1176
1,168,Groundnut,56.69,0.3795941961658341,0.3049,-0.0038,0.4706
1,169,Maize,75.17,1.5429927066232274,0.0704,1.4555,0.9818
1,170,Groundnut,31.94,-0.9412148182478804,0.1186,-1.1356,0.1312
1,171,Cotton,26.49,-1.170110146665245,-0.1584,-1.073,0.1648
1,172,Groundnut,92.92,2.313045129184375,-0.3261,2.5799,1.0
1,173,Cotton,71.2,1.136664658947548,-0.3026,1.4747,0.9187
1,174,Cotton,38.39,-0.5561396660838932,-0.5976,0.0372,0.5231
1,175,Cotton,48.08,-0.05619227475336415,-0.5932,0.4804,0.7407
1,176,Cotton,15.77,-1.7231995207687822,-0.4201,-1.317,0.0923
1,177,Cotton,29.89,-0.9946900093562873,-0.4862,-0.5398,0.3099
1,178,Cotton,46.05,-0.1609284155584183,-0.7211,0.5599,0.756
1,179,Cotton,19.8,-1.515275063899635,-0.4227,-1.107,0.1495
1,180,Bajra,40.78,-0.5556273263571135,-0.4339,-0.115,0.4698
1,181,Rice,40.16,-0.2750026940816075,-0.474,0.1917,0.5233
1,182,Rice,29.18,-0.8224802281669934,-0.4368,-0.386,0.3256
1,183,Rice,35.92,-0.4864147837466379,0.0583,-0.7299,0.2442
1,184,Rice,49.31,0.1812285843228812,-0.0813,0.0974,0.4535
1,185,Cotton,50.36,0.06144240555970161,-0.0597,-0.0529,0.4857
1,186,Cotton,9.98,-2.0219296957743302,0.1364,-2.2208,0.0022
1,187,Cotton,51.93,0.1424452336700144,-0.2418,0.312,0.6857
1,188,Cotton,32.37,-0.8667364974368125,-0.1652,-0.773,0.2396
1,189,Cotton,58.55,0.48399855984216117,0.34,-0.1192,0.4593
1,190,Groundnut,60.28,0.5711782107818034,-0.2595,0.6548,0.7647
1,191,Cotton,59.76,0.5464274910609374,-0.2484,0.6355,0.7692
1,192,Bajra,45.67,-0.2816676951299146,-0.1017,-0.339,0.3758
1,193,Groundnut,59.69,0.5396922585190117,-0.0403,0.427,0.6516
1,194,Rice,54.04,0.41707273151995533,-0.1812,0.4737,0.6744
1,195,Groundnut,37.84,-0.6263552956199645,0.1693,-0.9409,0.1719
1,196,Groundnut,67.38,0.95007695835099,0.0257,0.7444,0.7919
1,197,Bajra,76.18,1.4276387156557382,0.057,1.2071,0.8658
1,198,Groundnut,63.22,0.7280743118879174,0.0658,0.5053,0.6878
1,199,Cotton,52.79,0.18681620957757425,0.0079,0.0746,0.5363
1,200,Cotton,68.97,1.0216096865360844,-0.0775,1.0446,0.8527
1,201,Groundnut,51.79,0.11810069432231089,0.1161,-0.1276,0.4299
1,202,Rice,9.2,-1.8187098393715482,0.1839,-2.1126,0.0116
1,203,Rice,32.44,-0.6599322535660501,0.0413,-0.8176,0.2093
1,204,Groundnut,74.55,1.3327113273750844,-0.0276,1.2244,0.8959
1,205,Cotton,65.36,0.835354776040397,-0.0437,0.83,0.811
1,206,Cotton,52.11,0.15173218211578274,0.0172,0.0179,0.5099
1,207,Cotton,20.47,-1.480706978018164,-0.0957,-1.4803,0.0747
1,208,Groundnut,55.2,0.30007882519708956,0.047,0.1115,0.5204
1,209,Cotton,69.52,1.0499864734537097,0.0597,0.8458,0.8154
1,210,Cotton,9.76,-2.033280410541381,-0.0461,-2.1123,0.0044
1,211,Cotton,70.04,1.0768154356303743,0.1132,0.8159,0.8
1,212,Rice,58.37,0.6329723419561776,0.0994,0.3951,0.593
1,213,Cotton,76.5,1.4101136965173935,-0.0712,1.4062,0.9033
1,214,Groundnut,32.42,-0.915599128271372,0.2561,-1.3223,0.0679
1,215,Groundnut,67.92,0.9788946095745623,-0.037,0.8708,0.819
1,216,Cotton,77.98,1.4864730504048222,0.0493,1.3693,0.8945
1,217,Cotton,30.01,-0.9884987103924417,0.0964,-1.2114,0.1231
1,218,Cotton,78.72,1.5246527273485364,-0.0261,1.4858,0.9231
1,219,Cotton,78.26,1.5009194146537954,0.0126,1.4344,0.9099
1,220,Rice,79.31,1.6770688413867776,-0.0613,1.6134,0.9884
1,221,Rice,63.33,0.8802845977907419,-0.2123,0.9786,0.8721
1,222,Rice,27.5,-0.9062472825625716,0.1031,-1.1217,0.1395
1,223,Rice,63.35,0.8812818246287846,-0.0925,0.8518,0.8256
1,224,Rice,50.74,0.2525303032429269,0.0139,0.1145,0.4651
1,225,Rice,24.68,-1.0468562667265777,0.0095,-1.1959,0.1279
1,226,Rice,49.37,0.18422026483700873,-0.113,0.1676,0.5116
1,227,Rice,53.15,0.37269613722705974,-0.0266,0.2577,0.5349
1,228,Maize,31.49,-1.2760603896333635,0.011,-1.4221,0.0909
1,229,Groundnut,35.68,-0.7416259005142525,-0.0747,-0.8271,0.2172
1,230,Cotton,76.45,1.4075339886157914,-0.15,1.4576,0.9121
1,231,Groundnut,57.34,0.41428210967568957,-0.159,0.4025,0.6335
1,232,Cotton,32.63,-0.8533220163484802,-0.0785,-0.97,0.1824
1,233,Rice,32.02,-0.6808740171649443,-0.0405,-0.7988,0.2209
1,234,Groundnut,47.99,-0.08469018465838052,0.006,-0.2663,0.3756
1,235,Cotton,86.24,1.9126407957495248,-0.1939,1.9847,0.989
1,236,Groundnut,42.22,-0.3926121245843255,-0.0806,-0.5183,0.2986
1,237,Cotton,21.35,-1.4353041189499631,0.0634,-1.673,0.044
1,238,Cotton,28.25,-1.0793044285288433,0.028,-1.2765,0.1165
1,239,Groundnut,59.46,0.5274180737386016,-0.1489,0.5945,0.7285
1,240,Cotton,43.02,-0.3172587143955185,-0.0685,-0.3281,0.4022
1,241,Groundnut,38.54,-0.5889990810708899,-0.177,-0.4904,0.3167
1,242,Bajra,36.66,-0.7864481199473101,-0.5172,-0.3673,0.3557
1,243,Maize,24.6,-1.7207324554119325,-0.3779,-1.435,0.0727
1,244,Cotton,28.95,-1.0431885179064109,-0.125,-0.9813,0.1802
1,245,Rice,51.22,0.2764637473559491,-0.1741,0.4142,0.6163
1,246,Cotton,72.1,1.1830994011763891,-0.1679,1.3482,0.8879
1,247,Cotton,26.99,-1.144313067649222,0.0385,-1.2025,0.1253
1,248,Cotton,81.76,1.6814989677659575,-0.2468,1.9378,0.9802
1,249,Groundnut,28.12,-1.1450730176442598,-0.0155,-1.1754,0.1131
1,250,Cotton,50.49,0.06814964610386777,-0.272,0.2817,0.6703
1,251,Groundnut,58.31,0.46604714983655027,-0.2269,0.6326,0.7557
1,252,Groundnut,48.08,-0.07988724278778539,-0.2909,0.1468,0.5385
1,253,Cotton,85.56,1.8775567682877337,-0.3497,2.2286,0.9956
1,254,Groundnut,27.55,-1.1754916494913636,-0.143,-1.0861,0.1448
1,255,Bajra,57.42,0.37661976231785393,-0.3209,0.6097,0.6644
1,256,Cotton,34.26,-0.7692235387562448,-0.1243,-0.6794,0.2549
1,257,Cotton,26.37,-1.1763014456290906,-0.2555,-0.9835,0.178
1,258,Groundnut,30.26,-1.0308697331656598,-0.3118,-0.7895,0.2262
1,259,Rice,36.49,-0.45799381886242385,-0.0344,-0.4468,0.2791
1,260,Groundnut,36.8,-0.681855957235733,-0.0306,-0.6858,0.267
1,261,Groundnut,89.94,2.1540143872468853,-0.0573,2.1625,0.9819
1,262,Groundnut,49.03,-0.029189523042612343,0.0202,-0.0899,0.4434
1,263,Maize,56.41,0.33224554348738367,-0.1189,0.4025,0.7273
1,264,Cotton,22.75,-1.3630722977050984,0.0706,-1.4512,0.0769
1,265,Cotton,36.02,-0.678417820619843,-0.016,-0.6686,0.2593
1,266,Groundnut,50.77,0.06366735312223074,-0.0984,0.1466,0.5339
1,267,Cotton,70.51,1.1010646899054362,-0.4402,1.4752,0.9209
1,268,Cotton,75.95,1.381736909599768,-0.4271,1.8092,0.9648
1,269,Cotton,30.65,-0.9554784492519321,-0.1643,-0.8446,0.2154
1,270,Maize,33.4,-1.1527913554334988,-0.4215,-0.7969,0.2727
1,271,Groundnut,46.22,-0.17914804144675542,0.278,-0.7637,0.2443
1,272,Groundnut,36.79,-0.6823896174435768,0.2187,-1.1348,0.1357
1,273,Rice,57.08,0.5686512109024301,0.0726,0.2815,0.5465
1,274,Maize,54.79,0.227692750082263,0.1439,-0.1296,0.5273
1,275,Cotton,42.86,-0.3255137796806461,-0.3786,-0.0416,0.4945
1,276,Bajra,32.56,-1.0161484242482333,-0.318,-0.7967,0.2148
1,277,Groundnut,49.67,0.004964730259398898,-0.4051,0.3081,0.6018
1,278,Cotton,35.97,-0.6809975285214456,-0.2679,-0.5279,0.3143
1,279,Groundnut,50.0,0.022575517118248338,-0.2978,0.2086,0.5611
1,280,Groundnut,37.68,-0.6348938589454675,-0.47,-0.2495,0.3846
1,281,Groundnut,34.74,-0.7917899600515813,-0.6516,-0.2149,0.3982
1,282,Groundnut,33.97,-0.8328817960555638,-0.4116,-0.5057,0.3122
1,283,Groundnut,70.4,1.111242341119856,-0.4568,1.4578,0.9321
1,284,Groundnut,27.33,-1.18723217406393,-0.5778,-0.6985,0.2624
1,285,Groundnut,39.05,-0.5617824104708499,-0.532,-0.1327,0.4253
1,286,Cotton,22.4,-1.3811302530163148,-0.4,-1.1046,0.1516
1,287,Cotton,84.88,1.8424727408259418,-0.4789,2.2749,0.9978
1,288,Cotton,43.88,-0.27288773848795866,-0.2942,-0.0877,0.4703
1,289,Cotton,49.83,0.034097501802716985,-0.025,0.0293,0.5209
1,290,Cotton,86.44,1.9229596273559342,-0.0369,1.9517,0.9846
1,291,Cotton,42.18,-0.3605978071424376,0.0693,-0.5066,0.3209
1,292,Cotton,85.67,1.8832321256712587,-0.0377,1.9295,0.9758
1,293,Groundnut,64.6,0.8017194205703787,-0.0418,0.627,0.7466
1,294,Cotton,80.62,1.6226816276094247,-0.1303,1.6,0.9407
1,295,Groundnut,59.18,0.5124755879189716,-0.1458,0.4534,0.6652
1,296,Cotton,44.02,-0.26566455636347214,-0.3712,-0.0718,0.4769
1,297,Groundnut,62.99,0.7158001271075072,-0.1307,0.6519,0.7602
1,298,Rice,55.66,0.4978481054014056,-0.1859,0.4744,0.686
1,299,Cotton,14.03,-1.8129733557445427,-0.375,-1.6247,0.0549
1,300,Cotton,28.97,-1.04215663474577,-0.425,-0.784,0.233
1,301,Rice,56.77,0.5531941949127701,-0.3659,0.7304,0.7558
1,302,Bajra,48.27,-0.1360040875244508,-0.3324,0.0103,0.5235
1,303,Cotton,52.4,0.16669448794507613,-0.5721,0.5441,0.7516
1,304,Cotton,15.37,-1.7438371839816007,-0.3607,-1.5665,0.0615
1,305,Rice,23.85,-1.0882411805053456,-0.4529,-0.8282,0.1977
1,306,Cotton,51.46,0.11819597939495267,-0.6451,0.5396,0.7473
1,307,Groundnut,21.04,-1.5229044447977589,-0.4412,-1.2661,0.0905
1,308,Groundnut,53.83,0.22696737672247158,-0.41,0.4329,0.6561
1,309,Groundnut,57.91,0.44470074152279293,-0.2109,0.4979,0.6833
1,310,Rice,49.95,0.21313984314024434,-0.2478,0.321,0.5581
1,311,Cotton,64.29,0.7801490269461078,-0.2785,0.9121,0.8352
1,312,Bajra,72.91,1.2444387168596354,-0.4134,1.4624,0.906
1,313,Cotton,25.35,-1.2289274868217777,-0.0645,-1.3167,0.0945
1,314,Cotton,35.96,-0.6815134701017659,-0.1819,-0.6336,0.2703
1,315,Groundnut,26.8,-1.215516165079658,-0.1565,-1.2042,0.1086
1,316,Cotton,58.54,0.4834826182618408,-0.4322,0.7717,0.7912
1,317,Groundnut,54.82,0.2797997372990203,-0.2851,0.4237,0.6471
1,318,Maize,54.06,0.18057945428859765,-0.2825,0.3142,0.6909
1,319,Cotton,27.75,-1.1051015075448665,-0.0241,-1.1851,0.1297
1,320,Cotton,85.89,1.894582840438309,-0.0691,1.9364,0.978
1,321,Cotton,48.88,-0.01491694832772684,-0.1414,0.0117,0.5077
1,322,Cotton,13.62,-1.8341269605376818,-0.0408,-1.8815,0.0242
1,323,Bajra,45.71,-0.279426716551369,0.1118,-0.4779,0.3154
1,324,Maize,63.91,0.8162862536962763,0.1013,0.6392,0.7818
1,325,Cotton,52.28,0.1605031889812307,-0.1461,0.2657,0.6659
1,326,Maize,70.11,1.2164265741356277,-0.0419,1.1791,0.9455
1,327,Groundnut,44.5,-0.2709375971959105,-0.0801,-0.2564,0.3801
1,328,Rice,53.23,0.37668504457923,-0.0778,0.4091,0.6047
1,329,Bajra,47.14,-0.199311732368364,-0.0251,-0.2526,0.4161
1,330,Groundnut,66.49,0.9025811998528807,-0.1007,0.9114,0.8326
1,331,Groundnut,62.54,0.6917854177545304,-0.2511,0.8703,0.8145
1,332,Bajra,71.6,1.171046668412267,-0.0991,1.2267,0.8725
1,333,Bajra,66.71,0.8970870371850679,-0.045,0.8844,0.7785
1,334,Cotton,27.9,-1.0973623838400597,-0.0788,-1.0733,0.1626
1,335,Rice,55.63,0.496352265144342,-0.3399,0.8288,0.7907
1,336,Groundnut,8.65,-2.184109442316382,-0.2832,-1.9694,0.0181
1,337,Groundnut,23.99,-1.365474683483801,-0.4185,-1.0447,0.1584
1,338,Groundnut,30.93,-0.995114499240117,-0.557,-0.5255,0.2941
1,339,Groundnut,14.91,-1.8500381522060851,-0.3244,-1.6399,0.0452
1,340,Rice,54.41,0.4355214280237433,-0.096,0.4203,0.6395
1,341,Groundnut,39.24,-0.551642866521815,-0.2366,-0.4419,0.3258
1,342,Cotton,33.87,-0.789345260388743,-0.2093,-0.7027,0.2505
1,343,Groundnut,36.46,-0.7000004043024263,-0.2158,-0.6256,0.276
1,344,Cotton,76.36,1.402890514392907,-0.0091,1.4187,0.9055
1,345,Bajra,51.47,0.043274198759196546,0.0956,-0.0768,0.4899
1,346,Bajra,77.03,1.4752595104498318,-0.1138,1.5578,0.9262
1,347,Groundnut,25.69,-1.2747524481503336,-0.1596,-1.1365,0.1267
1,348,Bajra,44.87,-0.3264872667008267,-0.1093,-0.245,0.4228
1,349,Rice,54.12,0.42106163887212567,-0.3627,0.7821,0.7791
1,350,Groundnut,68.17,0.9922361147706604,-0.164,1.0477,0.8597
1,351,Cotton,18.14,-1.600921366232832,-0.1058,-1.5694,0.0593
1,352,Groundnut,24.51,-1.3377243526759168,-0.3261,-1.0892,0.1403
1,353,Groundnut,52.75,0.16933207427532776,-0.4235,0.506,0.6923
1,354,Bajra,12.2,-2.1568065207279417,-0.28,-1.8762,0.0268
1,355,Groundnut,24.7,-1.3275848087268822,-0.453,-0.8665,0.2081
1,356,Groundnut,53.78,0.2242990756832521,-0.3801,0.5996,0.733
1,357,Groundnut,54.85,0.2814007179225521,-0.1616,0.4596,0.6697
1,358,Groundnut,56.74,0.382262497205054,-0.0018,0.4229,0.6425
1,359,Groundnut,37.02,-0.6701154326631663,-0.6676,-0.0035,0.4751
1,360,Cotton,12.5,-1.8919124175335735,-0.6711,-1.2142,0.1209
1,361,Groundnut,46.85,-0.14552744835258802,-0.2478,0.1146,0.5249
1,362,Groundnut,40.76,-0.4705265149295386,-0.0698,-0.3841,0.3394
1,363,Cotton,38.94,-0.5277628791662679,-0.0379,-0.4634,0.3407
1,364,Groundnut,68.46,1.007712260798134,-0.3938,1.4175,0.9231
